sort_id,title,text,page,coordinates,pruned_edges_row
248,Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing,API 2W-50Z).,20,"[78.66666666666667, 337.0, 517.0, 359.6666666666667]","[{'subj': 'case1', 'obj': 'plates accepted in accordance with this procedure for through-thickness testing', 'edge': 'has_condition', 'title': 'Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing', 'pages': {20}, 'coordinates_list': ['[78.66666666666667, 337.0, 517.0, 359.6666666666667]']}, {'subj': 'case1', 'obj': 'stamping or stenciling ""Z"" adjacent to marking otherwise required', 'edge': 'has_consequence', 'title': 'Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing', 'pages': {20}, 'coordinates_list': ['[78.66666666666667, 337.0, 517.0, 359.6666666666667]']}, {'subj': '2W-50Z', 'obj': 'API', 'edge': 'designated_by', 'title': 'Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing', 'pages': {20}, 'coordinates_list': ['[78.66666666666667, 337.0, 517.0, 359.6666666666667]']}, {'subj': 'this procedure for through-thickness testing', 'obj': 'plates accepted in accordance with this procedure for through-thickness testing', 'edge': 'applied_to', 'title': 'Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing', 'pages': {20}, 'coordinates_list': ['[78.66666666666667, 337.0, 517.0, 359.6666666666667]']}, {'subj': 'stamping or stenciling ""Z"" adjacent to marking otherwise required', 'obj': 'stamping', 'edge': 'combined_with', 'title': 'Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing', 'pages': {20}, 'coordinates_list': ['[78.66666666666667, 337.0, 517.0, 359.6666666666667]']}, {'subj': 'stamping or stenciling ""Z"" adjacent to marking otherwise required', 'obj': 'stenciling', 'edge': 'combined_with', 'title': 'Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing', 'pages': {20}, 'coordinates_list': ['[78.66666666666667, 337.0, 517.0, 359.6666666666667]']}, {'subj': 'stamping or stenciling ""Z"" adjacent to marking otherwise required', 'obj': '""Z""', 'edge': 'combined_with', 'title': 'Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing', 'pages': {20}, 'coordinates_list': ['[78.66666666666667, 337.0, 517.0, 359.6666666666667]']}]"
248,Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing,"SR 4.8 (Marking): Plates accepted in accordance with this procedure for through-thickness testing shal be identified by stamping or stenciling""Z"" adjacent to marking otherwise required (i.e.",20,"[78.66666666666667, 337.0, 517.0, 359.6666666666667]","[{'subj': 'case1', 'obj': 'plates accepted in accordance with this procedure for through-thickness testing', 'edge': 'has_condition', 'title': 'Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing', 'pages': {20}, 'coordinates_list': ['[78.66666666666667, 337.0, 517.0, 359.6666666666667]']}, {'subj': 'case1', 'obj': 'stamping or stenciling ""Z"" adjacent to marking otherwise required', 'edge': 'has_consequence', 'title': 'Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing', 'pages': {20}, 'coordinates_list': ['[78.66666666666667, 337.0, 517.0, 359.6666666666667]']}, {'subj': '2W-50Z', 'obj': 'API', 'edge': 'designated_by', 'title': 'Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing', 'pages': {20}, 'coordinates_list': ['[78.66666666666667, 337.0, 517.0, 359.6666666666667]']}, {'subj': 'this procedure for through-thickness testing', 'obj': 'plates accepted in accordance with this procedure for through-thickness testing', 'edge': 'applied_to', 'title': 'Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing', 'pages': {20}, 'coordinates_list': ['[78.66666666666667, 337.0, 517.0, 359.6666666666667]']}, {'subj': 'stamping or stenciling ""Z"" adjacent to marking otherwise required', 'obj': 'stamping', 'edge': 'combined_with', 'title': 'Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing', 'pages': {20}, 'coordinates_list': ['[78.66666666666667, 337.0, 517.0, 359.6666666666667]']}, {'subj': 'stamping or stenciling ""Z"" adjacent to marking otherwise required', 'obj': 'stenciling', 'edge': 'combined_with', 'title': 'Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing', 'pages': {20}, 'coordinates_list': ['[78.66666666666667, 337.0, 517.0, 359.6666666666667]']}, {'subj': 'stamping or stenciling ""Z"" adjacent to marking otherwise required', 'obj': '""Z""', 'edge': 'combined_with', 'title': 'Supplementary Requirements -> C.4 SR 4—Through-Thickness (Z Direction) Testing', 'pages': {20}, 'coordinates_list': ['[78.66666666666667, 337.0, 517.0, 359.6666666666667]']}]"
249,Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties,C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties,20,"[78.66666666666667, 313.66666666666663, 474.6666666666667, 326.33333333333337]",[]
250,Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties,The following apply to the low sulfur steel for improved through-thickness properties.,20,"[79.0, 296.66666666666663, 428.3333333333333, 308.33333333333337]","[{'subj': 'the following', 'obj': 'low sulfur steel for improved through-thickness properties', 'edge': 'applied_to', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[79.0, 296.66666666666663, 428.3333333333333, 308.33333333333337]']}, {'subj': 'low sulfur steel', 'obj': 'improved through-thickness properties', 'edge': 'used_for', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[79.0, 296.66666666666663, 428.3333333333333, 308.33333333333337]']}]"
251,Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties,"SR 5.1 (Intent): The intent of this supplementary requirement is to provide, by chemical control, plates with low levels of sulfide inclusions,and thereby a reduction of the potential for lamellar tearing of the plate around attachment welds.",20,"[79.0, 254.0, 517.0, 286.0]","[{'subj': 'this supplementary requirement', 'obj': 'plates with low levels of sulfide inclusions', 'edge': 'used_for', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[79.0, 254.0, 517.0, 286.0]']}, {'subj': 'plates with low levels of sulfide inclusions', 'obj': 'chemical control', 'edge': 'made_by', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[79.0, 254.0, 517.0, 286.0]']}, {'subj': 'plates with low levels of sulfide inclusions', 'obj': 'reduction of the potential for lamellar tearing of the plate around attachment welds', 'edge': 'has_consequence', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[79.0, 254.0, 517.0, 286.0]']}]"
252,Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties,"SR 5.2 (Chemistry): The steels shall conform to the requirements for chemical composition prescribed in Table 1, except that the maximum content of sulfur on heat analysis shall be 0.006 %.",20,"[79.33333333333333, 221.0, 517.0, 242.66666666666663]","[{'subj': 'steel', 'obj': 'requirements for chemical composition prescribed in Table 1', 'edge': 'conform_to', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[79.33333333333333, 221.0, 517.0, 242.66666666666663]']}, {'subj': 'maximum content of sulfur on heat analysis', 'obj': '0.006 %', 'edge': 'has_maximum_content', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[79.33333333333333, 221.0, 517.0, 242.66666666666663]']}, {'subj': 'maximum content of sulfur on heat analysis', 'obj': 'requirements for chemical composition prescribed in Table 1', 'edge': 'take_precedence_over', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[79.33333333333333, 221.0, 517.0, 242.66666666666663]']}]"
253,Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties,SR 5.3 (Through-Thickness Testing): Through-thickness (Z direction) tensile testing is not required by this supplementary reguirement.,20,"[79.33333333333333, 188.33333333333337, 516.3333333333334, 210.0]","[{'subj': 'through thickness', 'obj': 'Z direction', 'edge': 'stands_for', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[79.33333333333333, 188.33333333333337, 516.3333333333334, 210.0]']}, {'subj': 'Through-thickness (Z direction) tensile testing', 'obj': 'this supplementary reguirement', 'edge': 'satisfies_requirements_of', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[79.33333333333333, 188.33333333333337, 516.3333333333334, 210.0]']}]"
254,Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties,API 2W-50LS).,20,"[80.0, 155.66666666666663, 516.6666666666666, 177.0]","[{'subj': 'this supplementary requirement', 'obj': 'plates', 'edge': 'applied_to', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[80.0, 155.66666666666663, 516.6666666666666, 177.0]']}, {'subj': 'API', 'obj': 'American Petroleum Institute', 'edge': 'stands_for', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[80.0, 155.66666666666663, 516.6666666666666, 177.0]']}, {'subj': 'API 2W-50LS', 'obj': 'API', 'edge': 'defined_by', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[80.0, 155.66666666666663, 516.6666666666666, 177.0]']}, {'subj': 'plates accepted in accordance with this supplementary requirement', 'obj': 'stamping ""LS"" adjacent to marking otherwise required', 'edge': 'identified_with', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[80.0, 155.66666666666663, 516.6666666666666, 177.0]']}, {'subj': 'stamping ""LS""', 'obj': 'marking otherwise required', 'edge': 'adjacent_to', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[80.0, 155.66666666666663, 516.6666666666666, 177.0]']}]"
254,Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties,"SR 5.4 (Marking): Plates accepted in accordance with this supplementary requirement shall be identified by stamping ""LS"" adjacent to marking otherwise required (i.e.",20,"[80.0, 155.66666666666663, 516.6666666666666, 177.0]","[{'subj': 'this supplementary requirement', 'obj': 'plates', 'edge': 'applied_to', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[80.0, 155.66666666666663, 516.6666666666666, 177.0]']}, {'subj': 'API', 'obj': 'American Petroleum Institute', 'edge': 'stands_for', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[80.0, 155.66666666666663, 516.6666666666666, 177.0]']}, {'subj': 'API 2W-50LS', 'obj': 'API', 'edge': 'defined_by', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[80.0, 155.66666666666663, 516.6666666666666, 177.0]']}, {'subj': 'plates accepted in accordance with this supplementary requirement', 'obj': 'stamping ""LS"" adjacent to marking otherwise required', 'edge': 'identified_with', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[80.0, 155.66666666666663, 516.6666666666666, 177.0]']}, {'subj': 'stamping ""LS""', 'obj': 'marking otherwise required', 'edge': 'adjacent_to', 'title': 'Supplementary Requirements -> C.5 SR 5—Low Sulfur Steel for Improved Through-Thickness Properties', 'pages': {20}, 'coordinates_list': ['[80.0, 155.66666666666663, 516.6666666666666, 177.0]']}]"
255,Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests,C.6 SR 6—Strain-aged Charpy V-notch Impact Tests,21,"[74.0, 715.6666666666666, 362.6666666666667, 729.0]",[]
256,Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests,"Charpy V-notch impact test coupons representing the thickest and thinnest plate of each heat shall be uniformly strained 5 %, or more if specified, in axial tension and aged at 480 °F (250 C) for one hour at temperature prior to cutting the test specimens.",21,"[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]","[{'subj': 'Charpy V-notch impact test coupons', 'obj': 'thickest and thinnest plate of each heat', 'edge': 'represents', 'title': 'Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]']}, {'subj': 'Charpy V-notch impact test coupons', 'obj': '5 % in axial tension', 'edge': 'uniformly_strained', 'title': 'Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]']}, {'subj': 'Charpy V-notch impact test coupons', 'obj': '5 % or more if specified in axial tension', 'edge': 'has_condition_OR', 'title': 'Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]']}, {'subj': 'Charpy V-notch impact test coupons', 'obj': '250 °C', 'edge': 'aged_for', 'title': 'Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]']}, {'subj': 'Charpy V-notch impact test coupons', 'obj': '3600 s', 'edge': 'aged_for', 'title': 'Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]']}, {'subj': 'Charpy V-notch impact test coupons', 'obj': 'cutting the test specimens', 'edge': 'used_to_order', 'title': 'Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]']}, {'subj': 'test results', 'obj': 'requirements of Section 7', 'edge': 'shall_use', 'title': 'Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]']}]"
256,Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests,The test results shall meet the requirements of Section 7.,21,"[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]","[{'subj': 'Charpy V-notch impact test coupons', 'obj': 'thickest and thinnest plate of each heat', 'edge': 'represents', 'title': 'Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]']}, {'subj': 'Charpy V-notch impact test coupons', 'obj': '5 % in axial tension', 'edge': 'uniformly_strained', 'title': 'Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]']}, {'subj': 'Charpy V-notch impact test coupons', 'obj': '5 % or more if specified in axial tension', 'edge': 'has_condition_OR', 'title': 'Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]']}, {'subj': 'Charpy V-notch impact test coupons', 'obj': '250 °C', 'edge': 'aged_for', 'title': 'Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]']}, {'subj': 'Charpy V-notch impact test coupons', 'obj': '3600 s', 'edge': 'aged_for', 'title': 'Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]']}, {'subj': 'Charpy V-notch impact test coupons', 'obj': 'cutting the test specimens', 'edge': 'used_to_order', 'title': 'Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]']}, {'subj': 'test results', 'obj': 'requirements of Section 7', 'edge': 'shall_use', 'title': 'Supplementary Requirements -> C.6 SR 6—Strain-aged Charpy V-notch Impact Tests', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 672.3333333333334, 513.6666666666666, 704.6666666666666]']}]"
257,Supplementary Requirements -> C.7 SR 7—Simulation of Post-weld Heat Treatment,C.7 SR 7—Simulation of Post-weld Heat Treatment,21,"[74.0, 648.6666666666666, 355.3333333333333, 661.3333333333334]",[]
259,Supplementary Requirements -> C.8 SR 8-Hardness Testing,C.8 SR 8-Hardness Testing,21,"[73.66666666666667, 570.0, 238.33333333333334, 583.6666666666667]",[]
260,Supplementary Requirements -> C.8 SR 8-Hardness Testing,The following apply to the hardness testing.,21,"[74.66666666666667, 548.3333333333333, 256.0, 559.0]","[{'subj': 'the following', 'obj': 'hardness testing', 'edge': 'applied_to', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[74.66666666666667, 548.3333333333333, 256.0, 559.0]']}]"
261,Supplementary Requirements -> C.8 SR 8-Hardness Testing,SR 8.1: This supplementary requirement covers the procedure and acceptance standards for surface hardness testing of steel plates furnished under this specification.,21,"[74.33333333333333, 516.3333333333333, 514.0, 537.6666666666667]","[{'subj': 'this supplementary requirement', 'obj': 'procedure', 'edge': 'covers', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 516.3333333333333, 514.0, 537.6666666666667]']}, {'subj': 'this supplementary requirement', 'obj': 'acceptance standards', 'edge': 'covers', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 516.3333333333333, 514.0, 537.6666666666667]']}, {'subj': 'this supplementary requirement', 'obj': 'surface hardness testing of steel plates furnished under this specification', 'edge': 'covers', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 516.3333333333333, 514.0, 537.6666666666667]']}, {'subj': 'surface hardness testing', 'obj': 'steel plate', 'edge': 'applied_to', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 516.3333333333333, 514.0, 537.6666666666667]']}, {'subj': 'steel plate', 'obj': 'this specification', 'edge': 'furnished_under', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[74.33333333333333, 516.3333333333333, 514.0, 537.6666666666667]']}]"
262,Supplementary Requirements -> C.8 SR 8-Hardness Testing,Both new measurements shall comply with the acceptance limits to invalidate the original measurement.,21,"[75.0, 409.0, 514.3333333333334, 504.3333333333333]","[{'subj': 'case1', 'obj': 'both new measurements comply with the acceptance limits', 'edge': 'has_condition', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'case1', 'obj': 'invalidation of the original measurement', 'edge': 'has_consequence', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'case1', 'obj': 'by agreement', 'edge': 'has_condition', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'case1', 'obj': 'other hardness test methods may be used', 'edge': 'has_consequence', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'case1', 'obj': 'individual measurement outside the acceptance limits shown below', 'edge': 'has_condition', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'case1', 'obj': 'two additional measurements may be performed adjacent to the original impression', 'edge': 'has_consequence', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'case1', 'obj': 'prior to testing', 'edge': 'has_condition', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'case1', 'obj': 'mill surface and any decarburized layer shall be removed', 'edge': 'has_consequence', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'hardness measurement', 'obj': 'top and bottom surfaces of specimens removed from one corner at each end of the plate as produced', 'edge': 'has_condition_AND', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'hardness measurement', 'obj': 'specimens removed_from one corner at each end of the plate as produced', 'edge': 'applied_to', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'specimen', 'obj': 'one corner at each end of the plate', 'edge': 'removed_from', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'specimens removed_from one corner at each end of the plate', 'obj': 'as produced', 'edge': 'has_condition', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'measurements from other hardness test methods', 'obj': 'Brinell values', 'edge': 'applied_to', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'hardness test', 'obj': 'Brinell hardness method', 'edge': 'performed_by', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'hardness test', 'obj': '3000 kg load', 'edge': 'performed_with_load', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'Brinell hardness method', 'obj': 'ASTME10', 'edge': 'described_in', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'each plate', 'obj': 'number of hardness measurements ≥ 4', 'edge': 'has_condition', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'all hardness measurements', 'obj': 'acceptance limits shown below', 'edge': 'shall_lie_within', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}, {'subj': 'two additional measurements', 'obj': 'original impression', 'edge': 'adjacent_to', 'title': 'Supplementary Requirements -> C.8 SR 8-Hardness Testing', 'pages': {21}, 'coordinates_list': ['[75.0, 409.0, 514.3333333333334, 504.3333333333333]']}]"
